Timestamp,Total Brightness (lux),Infrared Light,Visible Light,Full Spectrum
2024-11-22 09:33:01,0.0,0,0,0
2024-11-22 09:33:06,141.51398400000002,792,51905886,51906678
2024-11-22 09:33:11,141.09619200000003,796,52168030,52168826
2024-11-22 09:33:16,137.98886399999998,782,51250498,51251280
2024-11-22 09:33:21,131.819904,752,49284361,49285113
2024-11-22 09:33:26,128.229504,727,47645923,47646650
2024-11-22 09:33:31,120.63091200000001,656,42992775,42993431
2024-11-22 09:33:36,120.52646399999999,657,43058311,43058968
